gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
9530026P05Rik,0.4934,0.674430249280274,0.591,0.00196103685661712
Abcc1,0.537,0.705420014084544,0.6015,0.0819573638326882
Abcc5,0.4628,0.224367210488856,0.4178,0.0618130733154709
Abhd18,0.5075,1,0.4088,0.0600994085001318
Acss1,0.5564,0.777314508727658,0.603,0.0044007552484331
Adam17,0.485,0.766744565436648,0.3619,0.00104635171925009
Adam19,0.4492,0.668755183655426,0.3156,4.4594130774386e-4
Adamts10,0.509,1,0.6357,0.03739441330186
Adcy7,0.5181,0.771691138229435,0.6398,0.0581393815911915
Ago2,0.4585,0.358247442174385,0.401,0.0515294110152879
Ago3,0.5155,0.809821113289631,0.5943,0.022427059358901
Aida,0.534,0.955845573926263,0.6625,0.0193887480316691
Aldh2,0.5774,0.104638559176234,0.6854,0.00492536132363219
Alpk2,0.5341,0.432113177807694,0.5856,0.0656476434090149
Ank3,0.5709,0.253284374688331,0.6384,1.2555894134644e-4
Ankra2,0.3533,0.371703092979698,0.2212,0.00217442787077186
Ankrd1,0.4562,0.970972715719384,0.2919,0.0483531233257888
Ankrd10,0.5714,0.525218356866443,0.6236,0.0414480370278129
Ankrd33b,0.4914,1,0.6379,0.0255420044202802
Anks1,0.5615,0.309547476771961,0.5763,0.0739701006440143
Antxr1,0.5108,1,0.6063,0.0329553325374784
Ap3b1,0.5462,0.138030822319322,0.5673,0.0615103161171273
Apoe,0.4362,0.138030822319322,0.3364,0.00565960632503388
Appl1,0.4685,0.360921688955254,0.3224,0.00152926281312548
Arb2a,0.4912,1,0.4214,0.0034905578652478
Arhgap20,0.7295,0.887889658543096,0.8014,1.0495746467971e-4
Atp11a,0.4331,0.197575502125499,0.3436,0.00104635171925009
Atp6v1h,0.5321,0.305774614084376,0.6033,0.0403052819481196
Atp8a1,0.5596,1,0.6206,0.0620243968615321
Atp8b1,0.5382,0.338262329584643,0.576,0.0983021769369374
B830012L14Rik,0.3348,0.113733930782326,0.1047,1.42835182966947e-6
Baz1a,0.5366,0.455027375466977,0.3709,0.0916693314111591
Bicc1,0.4863,1,0.4552,0.0824211022976929
Bmp2k,0.4448,0.258451036762708,0.3955,0.0647242218173913
Brd8,0.5997,0.491515731236626,0.6502,0.00172306418506053
C7,0.4609,0.352786097310486,0.3572,0.0488605096174251
Cald1,0.4965,1,0.6146,6.2136030162176e-4
Casc3,0.5173,0.901289696308067,0.3387,0.00183905794774071
Cast,0.4962,1,0.5912,0.0582567064420608
Cbl,0.4625,0.430643150982928,0.4023,0.0739701006440143
Ccdc50,0.4118,0.525218356866443,0.3526,0.00103345779614425
Ccdc77,0.7334,0.229977750016365,0.6648,0.0538307254276127
Ccnd3,0.4834,0.732157611764471,0.3889,0.00383679118345715
Cd9,0.5317,1,0.3243,0.053482260930583
Cdh2,0.5237,0.399745792319882,0.4636,0.081553578438034
Cgnl1,0.5024,1,0.3634,0.028870934415683
Chd7,0.4957,1,0.4086,0.0617959906800055
Chic2,0.4711,0.849576060845545,0.5751,0.0548536988889442
Ckmt2,0.474,0.737195069651577,0.4146,0.0155548828031803
Clptm1,0.6308,0.137315527521243,0.3027,0.00508185011239976
Cltc,0.4891,0.564805734620736,0.5723,0.084157553900868
Cnn3,0.4949,1,0.3974,0.0231101228970687
Col1a2,0.4449,0.304711690546823,0.335,0.00477506027955002
Cox6c,0.6255,0.303517320728928,0.6445,0.0350961300498814
Creb5,0.4853,0.881382413705011,0.4178,4.2412133202373e-4
Crebzf,0.4504,0.470506982458837,0.3647,0.0819678706718008
Csgalnact1,0.4943,1,0.4315,0.0238852605926601
Ctdspl,0.4131,0.266471598024989,0.3391,0.0210091927518869
Ctnnal1,0.6091,0.385007978062789,0.7263,5.0400408530707e-4
Cul5,0.4552,0.253711126692863,0.4159,0.0842350540155609
Cyp4f13,0.3911,0.13664935188968,0.2532,6.4909217131831e-4
Cyp7b1,0.4116,1,0.1729,0.00104635171925009
Cyrib,0.5737,1,0.6033,0.0322200003477662
Cyth1,0.5683,1,0.6075,0.0604076664636591
Dach1,0.5115,1,0.4025,0.025940630292093
Dennd1b,0.4919,1,0.439,0.0313227094930391
Diaph1,0.4548,0.339821900039184,0.6366,0.0582567064420608
Dnm3,0.4642,0.90718728590774,0.4259,0.0466600196487075
Dsp,0.5549,0.643221831614569,0.5975,0.0529664527862276
Dtna,0.4712,0.590807718283816,0.3998,0.0868338796742746
Dtnb,0.5167,0.830004365204858,0.2878,0.0916502562487125
Ebf2,0.5216,1,0.5716,0.00577830386737131
Efna5,0.4379,0.320592630255089,0.3641,1.05530778736947e-6
Egln1,0.5556,0.787342350156266,0.6985,0.00172961385832539
Ehd4,0.4593,0.806841557696563,0.367,0.0250444141966836
Eif2b3,0.4547,1,0.3468,0.0819678706718008
Eif2s1,0.3947,0.275123919634788,0.3385,0.0368521012023253
Eif3c,0.5364,0.576550590340948,0.3935,0.0649784503233718
Eml1,0.5127,1,0.6042,0.0924802878013993
Eml4,0.4388,0.177670594289417,0.3763,0.0035289070080383
Epha4,0.563,0.651775235824211,0.5954,0.0434912855479286
Evl,0.2802,0.122081967515144,0.2987,0.0434912855479286
Fam234a,0.4335,0.322916772871483,0.3995,0.0647242218173913
Far1,0.5467,0.141263674083224,0.607,0.0365545587073137
Fars2,0.5122,0.935185569626934,0.5763,0.0461364415184581
Fbln1,0.456,0.475015995924941,0.3119,0.00728863579519836
Fgf2,0.5238,1,0.6754,0.00199878770424445
Filip1,0.4668,0.221846344592216,0.4305,0.0103442910392695
Flnc,0.5375,0.615909154268481,0.6867,0.0702038009067442
Fmo2,0.5491,0.94677286043439,0.6655,0.0116384280941195
Foxo1,0.456,0.168856727475287,0.4123,0.0352134384610361
Fxr1,0.4953,0.875460275810029,0.6096,0.00343632137307553
Fxyd1,0.4149,0.236268382441169,0.3542,0.0191305692504763
Gas1,0.4105,1,0.3332,0.00463888763239028
Gbe1,0.5391,0.439326189432353,0.58,0.0645425239948286
Gfpt1,0.5078,0.985956561334049,0.4099,0.0486952192780056
Glcci1,0.4678,0.922473651811369,0.6597,0.0067682532376433
Gm12092,0.342,0.133414736429735,0.2695,0.00876805307461378
Gm12353,0.5279,1,0.6167,0.0725796226022229
Gm20757,0.688,0.32904973137317,0.842,2.9258352647408e-4
Gm35546,0.6985,0.404222283483029,0.8207,5.9921587543196e-4
Gm36372,0.6897,0.389470753799469,0.81,0.00446275943670603
Gm43361,0.6007,1,0.5934,0.0692777013113284
Golga4,0.5081,0.770733457095551,0.401,0.00495890620491031
Hacd3,0.4104,0.156487622945892,0.3265,0.0528078852152234
Hdac9,0.6197,0.108952860958287,0.6184,0.00104635171925009
Hectd2os,0.6446,0.143141604431259,0.6787,0.00305496925860194
Hibch,0.5509,0.621242383547188,0.6921,0.0104098347192793
Hipk3,0.4852,0.479314568960206,0.5649,0.0588190832758109
Hivep2,0.5254,0.245900400110725,0.5547,0.0377175442537392
Idh3b,0.3946,0.470788323047876,0.3402,0.0369863116367489
Ifi205,0.5526,1,0.6713,1.3508124137091e-4
Ifi211,0.6057,1,0.6651,0.0582567064420608
Igf2r,0.5804,0.529138531688247,0.6295,0.00514811429114826
Ikzf2,0.4695,1,0.3511,0.0649784503233718
Il1rap,0.5497,1,0.6725,0.0366341031352823
Insr,0.5167,0.621699706417388,0.5609,0.0699814189949899
Invs,0.4719,0.717170434525171,0.3927,0.0396755509448187
Iqgap1,0.5135,1,0.5895,0.0131327335402985
Itfg1,0.575,0.854472709543702,0.4175,0.0706997547325168
Itga1,0.453,0.785963735495916,0.3941,0.0204680566299778
Itgb5,0.5503,0.469478502359437,0.5921,0.0724152317804959
Jam2,0.5116,1,0.6325,0.0646664365499378
Jarid2,0.5014,1,0.5549,0.094574818883924
Junb,0.5041,1,0.3211,9.8844871471929e-4
Kank2,0.5168,0.984333427858838,0.6694,0.010078178222272
Kif13a,0.4725,1,0.5614,0.0750058740113765
Kif16b,0.5881,0.205624141398767,0.6026,0.0522225638547824
Kras,0.5403,0.833256840803139,0.6273,0.0328445349840966
Ktn1,0.487,0.618086581264016,0.5819,0.0064520526736157
Ldb2,0.4754,0.606461024718482,0.3656,0.083293311830092
Ldlr,0.5909,0.188579524089951,0.7877,0.0025765526663867498
Lepr,0.4227,0.304761142853623,0.3175,0.0224951985199197
Lonp2,0.5501,0.424429665719995,0.5996,0.028870934415683
Lpar1,0.5202,0.615909154268481,0.3983,0.0361924295188826
Lpin1,0.4973,1,0.5848,0.0728402429942476
Lrrfip2,0.5221,0.479949344850521,0.5622,0.062840754437609
Lypla1,0.4975,1,0.3664,0.0483531233257888
Maml2,0.4579,0.651511822804241,0.3461,0.0463734029317351
Manba,0.6073,0.444925012667546,0.6746,0.0255420044202802
Map2k1,0.4939,0.777314508727658,0.3991,0.0429093999209103
Map3k14,0.5137,1,0.7294,0.0107087529856149
Mapkapk2,0.4645,0.809217754626517,0.3826,0.0951711554925402
Mapre2,0.5283,1,0.6282,0.0231101228970687
Micu3,0.5074,0.941630560876046,0.609,0.0716382391510807
Mllt10,0.5098,0.795249532065773,0.5544,0.0607251860036364
Mms19,0.4494,0.465779887461271,0.6281,0.0456597482990048
Mpc1,0.463,0.303517320728928,0.4088,0.0889593846169186
Mtcl1,0.5072,0.942940393495748,0.3614,0.0853354018856346
Mtr,0.615,0.275123919634788,0.72,0.0025765526663867498
Mtss1,0.4389,1,0.4007,0.0838949769369607
Mybpc3,0.5072,1,0.6073,0.004570612251028
Myl3,0.5776,0.473386599872251,0.583,0.0955262208639743
Neo1,0.5768,0.467700342569175,0.6265,0.0813590141602659
Nexn,0.5602,0.191844597877237,0.583,0.0414480370278129
Nf2,0.5386,0.884891903926768,0.592,0.071713559177456
Nfx1,0.5355,1,0.6028,0.0461364415184581
Nipsnap2,0.5665,0.397663726735546,0.6094,0.00232534088320458
Nrdc,0.503,1,0.3948,0.0179456956080584
Nsmaf,0.5599,0.376367150608544,0.5842,0.0645425239948286
Nxn,0.4894,0.945525353576222,0.6042,0.0121435354494492
Orc4,0.4919,1,0.4359,0.0927819169476875
Osbpl2,0.4265,0.465431955651669,0.3233,0.0373317842707971
P4ha1,0.5139,0.831337807599106,0.4329,0.094678329091717
Papola,0.4913,1,0.4392,0.0961586523539228
Parp4,0.4489,0.105040129889729,0.3365,0.0116384280941195
Pcnx1,0.4706,0.549971286832647,0.4225,0.0123556341260852
Pcolce2,0.4309,0.416579287388605,0.3347,0.00328663890905931
Pdgfra,0.5419,0.346262896455852,0.5956,0.00406546789996468
Pdgfrb,0.4465,0.511068951556626,0.3427,0.0163663712201544
