gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
2310014F06Rik,0.448198198198198,1,0.260551948051948,0.0332723639559533
Acyp2,0.431593977938335,0.133251418388971,0.436257858137021,0.0139470881219877
Adam22,0.615671641791045,0.599582891593233,0.761178861788618,0.0126874892205668
Ano4,0.347222222222222,0.583343157793675,0.31796875,0.0483098220882759
Atxn7,0.528632478632479,1,0.661184210526316,0.0690254406157553
Cap2,0.401666666666667,0.283932901109587,0.392630385487528,0.096045053241152
Cbfb,0.534591194968553,1,0.6875,0.0842703161125309
Ccbe1,0.37003582498088,0.104526958602716,0.242521367521367,0.0141850362428513
Cdk19,0.534580498866213,1,0.351851851851852,0.0650646292759291
Cmya5,0.561611018950468,0.283932901109587,0.584629731970158,0.0959732497885781
Coro6,0.557527767848869,0.540165177601475,0.616274509803922,0.094059694411038
Cpeb3,0.519031634816106,1,0.583362544310647,0.0299337910111547
Cyrib,0.530701754385965,1,0.688666666666667,0.0744389386485906
Dsg2,0.733647798742138,0.108526203138235,0.791666666666667,0.00713139385249773
Fblim1,0.646666666666667,0.290045329173238,0.714788732394366,0.0179592809116328
Foxn3,0.433061821219716,0.665574258552742,0.589626984126984,0.0745641563536887
Fyn,0.581635802469136,0.506552624271523,0.664038342609771,0.0403370986642912
Gbe1,0.521399934544264,1,0.652111111111111,0.0108897117999003
Gm9895,0.673469387755102,0.196093272318759,0.773809523809524,0.0546830369120576
Gon4l,0.407103825136612,0.644992668203336,0.316543513957307,0.0939140534055
Hdac9,0.46903743315508,1,0.64570420760897,0.0939140534055
Hopx,0.375,0.628779694584878,0.255952380952381,0.0503738200640786
Igf2r,0.521978021978022,0.859557699447147,0.645205479452055,0.033757131740562
Irag1,0.403307888040712,0.343543257366139,0.342168674698795,0.0939140534055
Itga1,0.418779686748437,0.17544051552399,0.35325315365638,8.3333879029568e-4
Kansl2,0.462009803921569,1,0.278787878787879,0.0628200045628135
Kitl,0.539365079365079,1,0.785984848484849,0.0188741719875294
Kremen1,0.62109375,0.697984255103304,0.718965517241379,0.0287341093879151
Lncpint,0.481031580105448,1,0.419979414943324,0.0043254814359701
Lrch1,0.568160173160173,0.697984255103304,0.708396464646465,7.0079570443824e-4
Lrrc2,0.552462912331333,0.156388646940017,0.600352451046895,0.0612557762732998
Lrtm1,0.378949357520786,0.428679138881171,0.31797520661157,0.0387295547777981
Malt1,0.319047619047619,0.346487911959513,0.267873910127431,0.00935911050386734
Metap1d,0.548245614035088,0.697984255103304,0.689393939393939,0.0644774516601002
Mhrt,0.557868931170218,0.192446014155857,0.60158927797243,0.00340547948634786
Mir133a-1hg,0.517993748223927,0.731675243039686,0.620626085932208,0.0628200045628135
Mpdz,0.393905707978556,0.203239363651325,0.358745874587459,0.094059694411038
Mtr,0.700980392156863,0.260263129153613,0.703030303030303,0.0220230209688492
Mtus1,0.401740506329114,0.283932901109587,0.332974910394265,0.0133060705867842
Myo6,0.369202898550725,0.378797329960101,0.378787878787879,0.0939140534055
Myot,0.646134275081643,0.506552624271523,0.779166666666667,0.0258406782795476
Myoz2,0.435030391603282,0.26168141851933,0.387032048947937,0.017886721228948
Nav2,0.574105032083755,0.399194422707278,0.610956503813647,0.0572731089933755
Ncald,0.68859649122807,0.350312139806638,0.716216216216216,0.0508519687881294
Nck1,0.517594834543987,1,0.292452830188679,0.055611449817961
Pakap,0.534446557931406,0.212572946982124,0.613810940303478,0.00119142462073928
Pard3,0.454569432563444,1,0.592123015873016,0.0628200045628135
Phf20,0.614444444444444,0.309983356394846,0.736274509803922,0.0139470881219877
Phkg1,0.71969696969697,0.18936589027187,0.759259259259259,0.0412760986648568
Picalm,0.590922619047619,0.451243668005972,0.694198139025725,8.2952308479266e-4
Pkia,0.457952380952381,0.812567893484131,0.327696078431373,0.0630370622242751
Por,0.243253968253968,0.196093272318759,0.247967479674797,0.0286125071627336
Ppard,0.468137254901961,1,0.280769230769231,0.0612557762732998
Ppargc1a,0.582746721877157,0.100291954364627,0.590501012737574,0.009897033953122
Prdm5,0.497777777777778,1,0.781666666666667,0.00269044221094974
Ptpn3,0.343790849673203,0.411017762268328,0.302631578947368,0.0712994712440953
Rapgef4,0.324264705882353,0.399194422707278,0.275641025641026,0.0759594678454176
Rbfox1,0.439859111195318,0.540165177601475,0.400708267099777,0.0332723639559533
Rgl1,0.396907216494845,0.96107868443406,0.323446327683616,0.0515735348634366
Rnf150,0.640058479532164,0.350312139806638,0.72108843537415,0.0483098220882759
Rp1,0.238505747126437,0.130736721594758,0.16,0.0351039741661118
Scp2,0.541111111111111,1,0.735658914728682,0.0541542252575292
Senp6,0.491437308868502,1,0.612980769230769,0.0741129846938191
Slc25a13,0.422798465055102,0.693146345079106,0.40144863306628,0.0572731089933755
Slc35e2,0.525730994152047,1,0.76063829787234,0.0118099719729744
Slk,0.492290249433107,0.963275092914677,0.626533882783883,0.0483098220882759
Smyd3,0.493238617174787,1,0.353652334720296,0.00935911050386734
Sntb1,0.412326388888889,1,0.268544600938967,0.0108930289958641
St3gal6,0.385714285714286,0.830222139242196,0.311475409836066,0.0483098220882759
St7l,0.394736842105263,0.349586170913228,0.312698412698413,0.0288673389695608
Strip2,0.66260162601626,0.460243198193096,0.722549019607843,0.0535870051978526
Svil,0.365742857142857,0.29957322040581,0.290625870231133,2.1058435281128e-4
Syk,0.447368421052632,1,0.270833333333333,0.094059694411038
Tlr4,0.356194885361552,0.205390537989769,0.294807867030089,8.2952308479266e-4
Tnnc1,0.564506172839506,0.820390462347791,0.697701149425287,0.0126874892205668
Trak1,0.491960784313725,1,0.644977168949772,0.094059694411038
Trim24,0.317099567099567,0.171257132295871,0.216666666666667,1.8477409447114e-4
Ugp2,0.59723158131177,0.205390537989769,0.678894121751265,9.3025926657313e-4
Zmym2,0.521367521367521,0.728225141508601,0.691666666666667,0.0299337910111547
